"mapid"	"locationname"	"desc_kr"	"startX"	"endX"	"startY"	"endY"	"monster_amount"	"drop_rate"	"underwater"	"markable"	"teleportable"	"escapable"	"resurrection"	"painwand"	"penalty"	"take_pets"	"recall_pets"	"usable_item"	"usable_skill"	"dungeon"	"dmgModiPc2Npc"	"dmgModiNpc2Pc"	"decreaseHp"	"dominationTeleport"	"beginZone"	"redKnightZone"	"ruunCastleZone"	"interWarZone"	"geradBuffZone"	"growBuffZone"	"interKind"	"script"	"cloneStart"	"cloneEnd"	"pngId"
"5559"	"Colosseum (Giran 3)"	"콜롯세움(기란3)"	"33472"	"33599"	"32640"	"32767"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5560"	"Colosseum (Giran 4)"	"콜롯세움(기란4)"	"33472"	"33599"	"32640"	"32767"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5561"	"Colosseum (Giran 5)"	"콜롯세움(기란5)"	"33472"	"33599"	"32640"	"32767"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5701"	"Singing Island (Taiwan Event) (No Map)"	"노래하는 섬(타이완 이벤트) (맵이없음)"	"32576"	"33023"	"32512"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5801"	"TaiwanEventMapHiddenValley"	"숨겨진 계곡(타이완 이벤트) (맵이없음)"	"32512"	"32831"	"32704"	"33023"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5802"	"TaiwanEventMapHiddenValley"	"숨겨진 계곡(타이완 이벤트) (맵이없음)"	"32512"	"32831"	"32704"	"33023"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5803"	"TaiwanEventMapHiddenValley"	"숨겨진 계곡(타이완 이벤트) (맵이없음)"	"32512"	"32831"	"32704"	"33023"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5804"	"TaiwanEventMapHiddenValley"	"숨겨진 계곡(타이완 이벤트) (맵이없음)"	"32512"	"32831"	"32704"	"33023"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5805"	"TaiwanEventMapHiddenValley"	"숨겨진 계곡(타이완 이벤트) (맵이없음)"	"32512"	"32831"	"32704"	"33023"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"6041"	"Antaras Cave (General)"	"안타라스동굴(일반)"	"32768"	"32895"	"32768"	"32895"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"6201"	"Antaras Cave (General)"	"안타라스동굴(일반)"	"32768"	"33151"	"32768"	"33151"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"6203"	"Antaras Cave (General)"	"안타라스동굴(일반)"	"32768"	"33151"	"32768"	"33151"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"6400"	"Antaras Cave (General)"	"안타라스동굴(일반)"	"32576"	"32831"	"32768"	"33023"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"6430"	"Antaras Cave (General)"	"안타라스동굴(일반)"	"32576"	"32831"	"32768"	"33023"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"7000"	"JapanEventMapEventForest"	"이벤트 숲(일본 이벤트) (맵이없음)"	"32640"	"32959"	"32576"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"7001"	"JapanEventMapHell"	"지옥(일본 이벤트) (맵이없음)"	"32640"	"32831"	"32704"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"7002"	"JapanEventMapSinTemple"	"그림자 신전(일본 이벤트) (맵이없음)"	"32512"	"32767"	"32512"	"32767"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"7003"	"JapanEventMapSinTemple"	"그림자 신전(일본 이벤트) (맵이없음)"	"32512"	"32767"	"32512"	"32767"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"7004"	"JapanEventMapSinTemple"	"그림자 신전(일본 이벤트) (맵이없음)"	"32512"	"32767"	"32512"	"32767"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"7005"	"JapanEventMapSinTemple"	"그림자 신전(일본 이벤트) (맵이없음)"	"32512"	"32767"	"32512"	"32767"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"7006"	"JapanEventMapSinTemple"	"그림자 신전(일본 이벤트) (맵이없음)"	"32512"	"32767"	"32512"	"32767"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"7007"	"JapanEventMapSinTomb"	"Sin Tomb JP Event (맵이없음)"	"32704"	"32895"	"32768"	"32959"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"7008"	"JapanEventMapSinTomb"	"Sin Tomb JP Event (맵이없음)"	"32704"	"32895"	"32768"	"32959"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"7009"	"JapanEventMapSinTomb"	"Sin Tomb JP Event (맵이없음)"	"32704"	"32895"	"32768"	"32959"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"7010"	"JapanEventMapSinTomb"	"Sin Tomb JP Event (맵이없음)"	"32704"	"32895"	"32768"	"32959"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"7011"	"JapanEventMapSinTomb"	"Sin Tomb JP Event (맵이없음)"	"32704"	"32895"	"32768"	"32959"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"7051"	"JapanEventMapEventForest"	"이벤트 숲(일본 이벤트) (맵이없음)"	"32640"	"32959"	"32576"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"7052"	"JapanEventMapEventForest"	"이벤트 숲(일본 이벤트) (맵이없음)"	"32640"	"32959"	"32576"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"7053"	"JapanEventMapEventForest"	"이벤트 숲(일본 이벤트) (맵이없음)"	"32640"	"32959"	"32576"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"7054"	"JapanEventMapEventForest"	"이벤트 숲(일본 이벤트) (맵이없음)"	"32640"	"32959"	"32576"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"7055"	"JapanEventMapEventForest"	"이벤트 숲(일본 이벤트) (맵이없음)"	"32640"	"32959"	"32576"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"7100"	"No name (same as Halloween event)"	"이름없음(할로윈이벤트하고동일)"	"32704"	"32959"	"32832"	"33087"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"7783"	"Claudia"	"클라우디아"	"32448"	"32831"	"32704"	"33023"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"8011"	"Singing Island"	"노래하는 섬 (맵이없음)"	"32768"	"32895"	"32768"	"32895"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"8012"	"Singing Island West Area"	"노래하는 섬:서부 (맵이없음)"	"32704"	"32895"	"32704"	"32895"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"8013"	"Doromond_s Room"	"드로몬드의 방 (맵이없음)"	"32704"	"32767"	"32768"	"32831"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"8014"	"Training Room"	"훈련장 (맵이없음) (맵이없음)"	"32704"	"32767"	"32704"	"32831"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"8015"	"Singing Island North Area"	"노래하는 섬:북부 (맵이없음)"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"9102"	"Liner Deck"	"정기선갑판"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"9401"	"Magic Line Basement 1 (Medium Difficulty)"	"마법선 지하1층(난이도 중)"	"32640"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"10101"	"Tomb of Dragons"	"용들의 무덤"	"32576"	"33087"	"32512"	"33023"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"10200"	"Guardian Tower Conquest War 1st Dimension"	"수호탑 점령전 1차원"	"32704"	"33087"	"32704"	"33087"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"10210"	"Guardian Tower Conquest War 1st Dimension"	"수호탑 점령전 1차원"	"32704"	"33087"	"32704"	"33087"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"10250"	"Sanctuary of Girtas"	"기르타스의 성지"	"32256"	"32895"	"32448"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"10500"	"Teveras Desert"	"테베라스 사막"	"32576"	"32831"	"32704"	"33087"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"10501"	"Underneath Pyramid of Teveras"	"테베라스 피라미드 지하"	"32704"	"33023"	"32704"	"32895"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"10502"	"Inside the Pyramid of Teveras"	"테베라스 피라미드 내부"	"32640"	"32831"	"32768"	"33023"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"11150"	"No name (same as Thebes Desert)"	"이름없음(테베사막동일)"	"32640"	"32959"	"33088"	"33407"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"11180"	"No name (same as Thebes Desert)"	"이름없음(테베사막동일)"	"32640"	"32959"	"33088"	"33407"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"11200"	"No name(Mongseom+Hwadong??)"	"이름없음(몽섬+화둥??)"	"32576"	"32959"	"32576"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"11230"	"No name(Mongseom+Hwadong??)"	"이름없음(몽섬+화둥??)"	"32576"	"32959"	"32576"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"11250"	"No name(Mongseom+Hwadong??)"	"이름없음(몽섬+화둥??)"	"32576"	"32959"	"32576"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"11252"	"No name(Mongseom+Hwadong??)"	"이름없음(몽섬+화둥??)"	"32576"	"32959"	"32576"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"12000"	"Ivory Tower: Balrog Camp 4th Floor"	"상아탑:발록진영4층"	"32832"	"32959"	"32704"	"32831"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"12001"	"Ivory Tower: Balrog Camp 5th Floor"	"상아탑:발록진영5층"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"12002"	"Ivory Tower: Balrog Camp 6th Floor"	"상아탑:발록진영6층"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"12003"	"Ivory Tower: Balrog Camp 7th Floor"	"상아탑:발록진영7층"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"12004"	"Ivory Tower: Balrog Camp 8th Floor"	"상아탑:발록진영8층"	"32640"	"32767"	"32768"	"32895"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"12005"	"Ivory Tower: Yahi Camp 4th Floor (PC)"	"상아탑:야히진영4층(PC)"	"32832"	"32959"	"32704"	"32831"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"12006"	"Ivory Tower: Yahi Camp 5th Floor (PC)"	"상아탑:야히진영5층(PC)"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"12007"	"Ivory Tower: Yahi Camp 6th Floor (PC)"	"상아탑:야히진영6층(PC)"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"12008"	"Ivory Tower: Yahi Camp 7th Floor (PC)"	"상아탑:야히진영7층(PC)"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"12009"	"Ivory Tower: Yahi Camp 8th Floor (PC)"	"상아탑:야히진영8층(PC)"	"32640"	"32767"	"32768"	"32895"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"12010"	"Kent Castle Dungeon 1st floor"	"켄트성던전1층"	"32640"	"32767"	"33024"	"33151"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"12011"	"Kent Castle Dungeon 2nd floor"	"켄트성던전2층"	"32704"	"32831"	"32832"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"12012"	"Kent Castle Dungeon 3rd floor"	"켄트성던전3층"	"32704"	"32831"	"32896"	"33087"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"12013"	"Kent Castle Dungeon 4th floor"	"켄트성던전4층"	"32640"	"32767"	"32832"	"33023"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"12146"	"Spider Cave"	"거미 동굴"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"16146"
"12147"	"Sancutary of Dead 1F"	"죽음의 성1"	"32640"	"32895"	"32896"	"33151"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"16284"
"12148"	"Sancutary of Dead 2F"	"죽음의 성2"	"32640"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"12149"	"Underworld"	"지하 세계"	"32704"	"32895"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"12150"	"Temple of Einhasad "	"아인하사드 신전"	"32512"	"32639"	"32832"	"33023"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"12152"	"Claudia Castle"	"클라우디아 성"	"32704"	"32831"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"12257"	"Temple of Einhasad 1"	"아인하사드 신전1"	"32512"	"32639"	"32832"	"33023"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"12358"	"Temple of Einhasad 2"	"아인하사드 신전2"	"32768"	"32831"	"32768"	"32831"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"12802"	"unknown"	"모름"	"32704"	"32959"	"32832"	"33087"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"12797"	"unknown"	"모름"	"32576"	"32640"	"33023"	"33087"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"12014"	"Burning Journey"	"지하레이드"	"32768"	"32959"	"32832"	"33215"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"22951"
"1710"	"Forgotten Island Antechamber"	"잊혀진 섬 대기실"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"		"0"	"0"	"-1"
"13002"	"[LFC]Arena"	"[LFC]아레나"	"32768"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"		"0"	"0"	"-1"
