"skill_id"	"name"	"desc_kr"	"desc_en"	"skill_level"	"mpConsume"	"hpConsume"	"itemConsumeId"	"itemConsumeCount"	"reuseDelay"	"delayGroupId"	"fixDelay"	"buffDuration"	"buffDuration_txt"	"target"	"target_to"	"target_to_txt"	"effect_txt"	"damage_value"	"damage_dice"	"damage_dice_count"	"probability_value"	"probability_dice"	"attr"	"type"	"alignment"	"ranged"	"area"	"is_through"	"action_id"	"action_id2"	"action_id3"	"castgfx"	"castgfx2"	"castgfx3"	"sysmsgID_happen"	"sysmsgID_stop"	"sysmsgID_fail"	"classType"	"grade"
"30034"	"발라카스 [용언2+디스트로이+스턴+이뮨깨기]"	"발라카스 [용언2+디스트로이+스턴+이뮨깨기]"	"Balakas [Dragon 2+Destroy+Stun+Immune Break]"	"0"	"30"	"0"	"0"	"0"	"5000"	"0"	"false"	"5"	""	"ATTACK"	"ALL"	""	""	"50"	"10"	"3"	"100"	"50"	"NONE"	"ATTACK"	"0"	"10"	"8"	"false"	"30"	"0"	"0"	"2510"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"30035"	"발라카스 [용언3+디스트로이+이뮨깨기]"	"발라카스 [용언3+디스트로이+이뮨깨기]"	"Balakas [Dragon 3+Destroy+Immune Break]"	"0"	"30"	"0"	"0"	"0"	"5000"	"0"	"false"	"5"	""	"ATTACK"	"ALL"	""	""	"50"	"10"	"3"	"100"	"50"	"NONE"	"ATTACK"	"0"	"10"	"8"	"false"	"30"	"0"	"0"	"2510"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"30036"	"발라카스 [용언4+디스트로이+스턴]"	"발라카스 [용언4+디스트로이+스턴]"	"Balakas [Dragon 4+Destroy+Stun]"	"0"	"30"	"0"	"0"	"0"	"5000"	"0"	"false"	"5"	""	"ATTACK"	"ALL"	""	""	"50"	"10"	"3"	"100"	"50"	"NONE"	"ATTACK"	"0"	"10"	"8"	"false"	"30"	"0"	"0"	"2510"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"30037"	"발라카스 [용언5+스턴]"	"발라카스 [용언5+스턴]"	"Balakas [Quotes 5+Stun]"	"0"	"30"	"0"	"0"	"0"	"5000"	"0"	"false"	"5"	""	"ATTACK"	"ALL"	""	""	"50"	"10"	"3"	"100"	"50"	"NONE"	"ATTACK"	"0"	"10"	"8"	"false"	"25"	"0"	"0"	"2510"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"30038"	"쉘맨(투창)"	"쉘맨(투창)"	"Shellman (Javelin)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ME"	""	""	"10"	"10"	"10"	"0"	"0"	"FIRE"	"ATTACK"	"0"	"15"	"3"	"false"	"18"	"0"	"0"	"5773"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"30039"	"쉘맨(투창)"	"쉘맨(투창)"	"Shellman (Javelin)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ME"	""	""	"10"	"10"	"10"	"0"	"0"	"FIRE"	"ATTACK"	"0"	"15"	"3"	"false"	"18"	"0"	"0"	"5773"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"30051"	"(추가2)얼음의 여왕(아이스어스퀘이크)"	"(추가2)얼음의 여왕(아이스어스퀘이크)"	"(Additional 2) Ice Queen (Ice Earthquake)"	"0"	"45"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"90"	"10"	"9"	"0"	"0"	"WATER"	"ATTACK"	"0"	"4"	"4"	"false"	"19"	"0"	"0"	"6583"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"30079"	"몬스터 디지즈 1번 모션"	"몬스터 디지즈 1번 모션"	"Monster Digiz 1St Motion"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"false"	"64"	""	"BUFF"	"ALL"	""	""	"0"	"0"	"0"	"0"	"10"	"NONE"	"CURSE"	"0"	"3"	"0"	"false"	"1"	"0"	"0"	"2230"	"0"	"0"	"0"	"0"	"280"	"none"	"NORMAL"
"30081"	"몬스터 스턴 30번모션"	"몬스터 스턴 30번모션"	"Monster Stun Motion 30"	"0"	"0"	"0"	"0"	"0"	"7000"	"0"	"false"	"1"	""	"BUFF"	"ALL"	""	""	"0"	"0"	"0"	"40"	"13"	"NONE"	"PROB"	"0"	"10"	"0"	"false"	"30"	"0"	"0"	"4434"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"30084"	"몬스터 윈드 셰클"	"몬스터 윈드 셰클"	"Monster Wind Shackle"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"16"	""	"BUFF"	"ALL"	""	""	"0"	"0"	"0"	"30"	"30"	"WIND"	"PROB"	"0"	"-1"	"0"	"false"	"19"	"0"	"0"	"11733"	"0"	"0"	"1001"	"0"	"280"	"none"	"NORMAL"
"31071"	"에이션트 가디언 왼손"	"에이션트 가디언 왼손"	"Ancient Guardian Left Hand"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"200"	"10"	"10"	"0"	"0"	"FIRE"	"ATTACK"	"0"	"0"	"15"	"false"	"19"	"0"	"0"	"13618"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"31072"	"에이션트 가디언 강력 왼손"	"에이션트 가디언 강력 왼손"	"Ancient Guardian Strong Left Hand"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"200"	"10"	"10"	"0"	"0"	"FIRE"	"ATTACK"	"0"	"0"	"15"	"false"	"5"	"0"	"0"	"13620"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"31073"	"에이션트 가디언 양손찍기"	"에이션트 가디언 양손찍기"	"Ancient Guardian Both Hands"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"200"	"10"	"10"	"0"	"0"	"FIRE"	"ATTACK"	"0"	"0"	"15"	"false"	"12"	"0"	"0"	"13624"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"31074"	"에이션트 가디언 강력 오른손"	"에이션트 가디언 강력 오른손"	"Ancient Guardian Strong Right Hand"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"200"	"10"	"10"	"0"	"0"	"FIRE"	"ATTACK"	"0"	"0"	"15"	"false"	"47"	"0"	"0"	"13628"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"31075"	"에이션트 가디언 오른손"	"에이션트 가디언 오른손"	"Ancient Guardian Right Hand"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"200"	"10"	"10"	"0"	"0"	"FIRE"	"ATTACK"	"0"	"0"	"15"	"false"	"18"	"0"	"0"	"13614"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"31076"	"에이션트가디언 강력양손찍기"	"에이션트가디언 강력양손찍기"	"Ancient Guardian Powerful Two-Handed Strike"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"200"	"10"	"10"	"0"	"0"	"FIRE"	"ATTACK"	"0"	"0"	"15"	"false"	"25"	"0"	"0"	"9291"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"40000"	"제브레퀴 독 폭탄(암)"	"제브레퀴 독 폭탄(암)"	"Zebrequi Poison Bomb (Cancer)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"300"	"200"	"3"	"0"	"0"	"FIRE"	"ATTACK"	"0"	"8"	"1"	"false"	"18"	"0"	"0"	"2510"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"40001"	"제브레퀴 독 범위(암)"	"제브레퀴 독 범위(암)"	"Zebrequi Poison Range (Arm)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"200"	"150"	"3"	"70"	"50"	"EARTH"	"ATTACK"	"0"	"9"	"5"	"false"	"30"	"0"	"0"	"2510"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"40002"	"제브레퀴 돌 폭파(암)"	"제브레퀴 돌 폭파(암)"	"Zebrekki Stone Blast (Cancer)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"250"	"220"	"3"	"60"	"20"	"EARTH"	"ATTACK"	"0"	"8"	"5"	"false"	"19"	"0"	"0"	"7283"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"40003"	"제브레퀴 콜라 (수)"	"제브레퀴 콜라 (수)"	"Zebrequi Cola (Wed)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"150"	"100"	"3"	"30"	"15"	"FIRE"	"ATTACK"	"0"	"8"	"1"	"false"	"18"	"0"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"40004"	"제브레퀴 회오리(수)"	"제브레퀴 회오리(수)"	"Zebrequi Whirlwind (Wednesday)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"200"	"150"	"3"	"60"	"40"	"NONE"	"ATTACK"	"0"	"10"	"5"	"false"	"19"	"0"	"0"	"2510"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"40005"	"제브레퀴 브레스(수)"	"제브레퀴 브레스(수)"	"Zebrequi Breath (Wed)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"100"	"80"	"3"	"50"	"30"	"NONE"	"ATTACK"	"0"	"3"	"5"	"false"	"30"	"0"	"0"	"7290"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"40006"	"자드테오 라이트닝"	"자드테오 라이트닝"	"Jadteo Lightning"	"0"	"15"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"50"	"30"	"3"	"50"	"20"	"NONE"	"ATTACK"	"0"	"10"	"3"	"false"	"18"	"0"	"0"	"2510"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"40008"	"에쿠에트빛공격"	"에쿠에트빛공격"	"Equate Light Attack"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"20"	"15"	"3"	"15"	"10"	"FIRE"	"ATTACK"	"0"	"8"	"1"	"false"	"18"	"0"	"0"	"7191"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"40009"	"에쿠아즈테18번토네이도"	"에쿠아즈테18번토네이도"	"Equazte Tornado No. 18"	"7"	"40"	"0"	"0"	"0"	"1000"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"100"	"50"	"5"	"0"	"0"	"WIND"	"ATTACK"	"0"	"4"	"4"	"false"	"18"	"0"	"0"	"758"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"40010"	"에쿠유카독침1번모션"	"에쿠유카독침1번모션"	"Ekuyuka Poison Needle 1St Motion"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"30"	"15"	"3"	"20"	"15"	"FIRE"	"ATTACK"	"0"	"7"	"1"	"false"	"1"	"0"	"0"	"7093"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"40011"	"우그누스(추가광역)"	"우그누스(추가광역)"	"Ugnus (Additional Area)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"120"	"20"	"5"	"0"	"0"	"NONE"	"ATTACK"	"0"	"0"	"15"	"false"	"18"	"0"	"0"	"7744"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"40012"	"우그누스(마법공격)"	"우그누스(마법공격)"	"Ugnus (Magic Attack)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"PC"	""	""	"100"	"20"	"0"	"0"	"0"	"NONE"	"ATTACK"	"0"	"10"	"0"	"false"	"18"	"0"	"0"	"7726"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"40030"	"옛커츠 전체마법"	"옛커츠 전체마법"	"Old Kurtz Full Magic"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"30"	"10"	"10"	"0"	"0"	"NONE"	"ATTACK"	"0"	"0"	"6"	"false"	"18"	"0"	"0"	"5902"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"40031"	"옛커츠 전체마법2"	"옛커츠 전체마법2"	"Old Kurtz Overall Magic 2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"30"	"10"	"10"	"0"	"0"	"NONE"	"ATTACK"	"0"	"0"	"10"	"false"	"18"	"0"	"0"	"5515"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"40032"	"옛커츠 3범위 전체마법"	"옛커츠 3범위 전체마법"	"Old Kurtz 3-Range Full Magic"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"30"	"10"	"10"	"0"	"0"	"NONE"	"ATTACK"	"0"	"3"	"3"	"false"	"18"	"0"	"0"	"5476"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"40045"	"탐욕의 포식자 범위"	"탐욕의 포식자 범위"	"Greedy Predator Range"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"50"	"10"	"5"	"0"	"0"	"NONE"	"ATTACK"	"0"	"10"	"6"	"false"	"30"	"0"	"0"	"2510"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"40048"	"범위 독 구름 18번 모션 50피"	"범위 독 구름 18번 모션 50피"	"Range Poison Cloud 18 Motion 50 Blood"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"7"	""	"ATTACK"	"ALL"	""	""	"50"	"0"	"0"	"0"	"0"	"FIRE"	"ATTACK"	"0"	"8"	"0"	"false"	"18"	"0"	"0"	"1263"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"40055"	"리뉴얼 기르타스 불덩이"	"리뉴얼 기르타스 불덩이"	"Renewal Girtas Fireball"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"100"	"10"	"10"	"0"	"0"	"FIRE"	"ATTACK"	"0"	"15"	"15"	"false"	"75"	"0"	"0"	"11473"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"40056"	"리뉴얼 기르타스 전체 미티어"	"리뉴얼 기르타스 전체 미티어"	"Renewal Girtas All Meteor"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"100"	"10"	"10"	"0"	"0"	"FIRE"	"ATTACK"	"0"	"0"	"15"	"true"	"75"	"0"	"0"	"11569"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"40057"	"리뉴얼 기르타스 안식"	"리뉴얼 기르타스 안식"	"Renewal Girtas Rest"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"100"	"10"	"10"	"0"	"0"	"FIRE"	"ATTACK"	"0"	"0"	"15"	"true"	"75"	"0"	"0"	"5616"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"40058"	"리뉴얼 기르타스 아이스호흡"	"리뉴얼 기르타스 아이스호흡"	"Renewal Girtas Ice Breathing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"100"	"10"	"10"	"0"	"0"	"NONE"	"ATTACK"	"0"	"6"	"3"	"false"	"12"	"0"	"0"	"2510"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"40059"	"리뉴얼 기르타스 독무"	"리뉴얼 기르타스 독무"	"Renewal Girtas Solo Dance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"100"	"10"	"10"	"0"	"0"	"NONE"	"ATTACK"	"0"	"0"	"15"	"true"	"19"	"0"	"0"	"5638"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"42000"	"안식처 범위공격(네임아이디포함)"	"안식처 범위공격(네임아이디포함)"	"Safe Range Attack (Including Name Id)"	"0"	"0"	"0"	"0"	"0"	"4000"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"50"	"0"	"0"	"0"	"0"	"NONE"	"ATTACK"	"0"	"10"	"10"	"false"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"42001"	"안식처 범위공격(보스전용)"	"안식처 범위공격(보스전용)"	"Safe Range Attack (Boss Only)"	"0"	"0"	"0"	"0"	"0"	"4000"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"50"	"0"	"0"	"0"	"0"	"FIRE"	"ATTACK"	"0"	"10"	"10"	"false"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"42002"	"화룡의 레오 공격"	"화룡의 레오 공격"	"Fire Dragon's Attack On Leo"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"100"	"0"	"0"	"0"	"0"	"FIRE"	"ATTACK"	"0"	"10"	"10"	"false"	"18"	"0"	"0"	"8161"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"42007"	"안식처 발라카스(날씨)"	"안식처 발라카스(날씨)"	"Sanctuary Balakas (Weather)"	"0"	"30"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"10"	"0"	"0"	"0"	"0"	"FIRE"	"ATTACK"	"0"	"15"	"6"	"false"	"19"	"0"	"0"	"2510"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"42008"	"안식처 피닉스"	"안식처 피닉스"	"Sanctuary Phoenix"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"20"	"2"	"10"	"0"	"0"	"FIRE"	"ATTACK"	"0"	"0"	"15"	"false"	"18"	"0"	"0"	"2510"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"42009"	"안식처 피닉스(원거리 화염)"	"안식처 피닉스(원거리 화염)"	"Sanctuary Phoenix (Ranged Fire)"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"20"	"2"	"10"	"0"	"0"	"FIRE"	"ATTACK"	"0"	"8"	"3"	"false"	"18"	"0"	"0"	"1794"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"42010"	"이프리트 #불길"	"이프리트 #불길"	"Ifrit #Flame"	"0"	"60"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"60"	"15"	"8"	"0"	"0"	"WATER"	"ATTACK"	"0"	"4"	"4"	"false"	"18"	"0"	"0"	"4836"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"50000"	"몬스터 이동"	"몬스터 이동"	"Monster Move"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"OTHER"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"50001"	"몬스터 트리플 에로우"	"몬스터 트리플 에로우"	"Monster Triple Arrow"	"0"	"0"	"0"	"0"	"0"	"1500"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"ATTACK"	"0"	"-1"	"0"	"false"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"50002"	"몬스터 포우 슬레이어"	"몬스터 포우 슬레이어"	"Monster Paw Slayer"	"0"	"0"	"0"	"0"	"0"	"1500"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"ATTACK"	"0"	"-1"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"50006"	"코마버프 A"	"코마버프 A"	"Coma Buff A"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"7200"	""	"BUFF"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"7383"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"50007"	"코마버프 B"	"코마버프 B"	"Coma Buff B"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"7200"	""	"BUFF"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"7383"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"50008"	"창고 & 템버리기 NO"	"창고 & 템버리기 NO"	"Warehouse & Temporary No"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"30"	""	"BUFF"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"2510"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"50010"	"군검"	"군검"	"Military Sword"	"0"	"0"	"0"	"0"	"0"	"380"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"2"	"5"	"2"	"0"	"0"	"RAY"	"ATTACK"	"0"	"10"	"0"	"false"	"18"	"0"	"0"	"6512"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"50011"	"크레이버프"	"크레이버프"	"Craybuff"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"2400"	""	"BUFF"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"7681"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"50012"	"제로스 선 버스트"	"제로스 선 버스트"	"Zeroth Sun Burst"	"0"	"20"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"120"	"10"	"3"	"50"	"30"	"FIRE"	"ATTACK"	"0"	"4"	"0"	"false"	"18"	"0"	"0"	"11760"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"50013"	"데스나이트 버프"	"데스나이트 버프"	"Death Knight Buff"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"2400"	""	"BUFF"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"7682"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"50050"	"제로스 리덕션"	"제로스 리덕션"	"Zero Reduction"	"0"	"10"	"0"	"0"	"0"	"3000"	"0"	"false"	"10"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"CHANGE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"12444"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"50051"	"제로스 보라색 원거리 공격"	"제로스 보라색 원거리 공격"	"Zeros Purple Ranged Attack"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"50"	"30"	"3"	"50"	"20"	"FIRE"	"ATTACK"	"0"	"10"	"0"	"false"	"18"	"0"	"0"	"12471"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"50052"	"보라색 원거리"	"보라색 원거리"	"Purple Ranged"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"25"	"2"	"2"	"0"	"0"	"FIRE"	"ATTACK"	"0"	"10"	"0"	"false"	"18"	"0"	"0"	"7005"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"50053"	"보라색 원거리"	"보라색 원거리"	"Purple Ranged"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"25"	"2"	"2"	"0"	"0"	"FIRE"	"ATTACK"	"0"	"10"	"0"	"false"	"18"	"0"	"0"	"16327"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"70088"	"몬스터 리덕션 아머"	"몬스터 리덕션 아머"	"Monster Reduction Armor"	"0"	"5"	"0"	"0"	"0"	"2000"	"0"	"false"	"300"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"CHANGE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"4824"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"70168"	"머미로드 아이언스킨"	"머미로드 아이언스킨"	"Mummy Lord Iron Skin"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"false"	"960"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"2252"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"71001"	"크로울링크로 원거리"	"크로울링크로 원거리"	"Long Distance With Crow Link"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"30"	"8"	"5"	"0"	"0"	"NONE"	"ATTACK"	"0"	"10"	"0"	"false"	"18"	"0"	"0"	"13322"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"71002"	"지배의 탑 질레트 녹색번개"	"지배의 탑 질레트 녹색번개"	"Tower Of Domination Gillette Green Lightning"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"50"	"8"	"5"	"0"	"0"	"NONE"	"ATTACK"	"0"	"2"	"2"	"false"	"19"	"0"	"0"	"9227"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"71003"	"지배의 탑 포프스 범위"	"지배의 탑 포프스 범위"	"Tower Of Domination Popes Range"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"50"	"8"	"5"	"0"	"0"	"NONE"	"ATTACK"	"0"	"2"	"2"	"false"	"18"	"0"	"0"	"213"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"71004"	"지배의 탑 제니스 퀸 광범위"	"지배의 탑 제니스 퀸 광범위"	"Tower Of Domination Zenith Queen Wide Range"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"100"	"10"	"10"	"0"	"0"	"NONE"	"ATTACK"	"0"	"0"	"6"	"false"	"18"	"0"	"0"	"17075"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"71005"	"지배의 탑 제니스 퀸 광범위"	"지배의 탑 제니스 퀸 광범위"	"Tower Of Domination Zenith Queen Wide Range"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"100"	"20"	"20"	"0"	"0"	"NONE"	"ATTACK"	"0"	"0"	"6"	"false"	"19"	"0"	"0"	"16637"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
